areaName,date,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases
England,2020-10-12,,,,,,426,3665
England,2020-10-11,,,,,,401,3451
England,2020-10-10,515,124068,"[{'age': '0_to_5', 'value': 794, 'rate': 19.6}, {'age': '65_to_84', 'value': 51699, 'rate': 586.5}, {'age': '6_to_17', 'value': 727, 'rate': 9.2}, {'age': '18_to_64', 'value': 40514, 'rate': 119.7}, {'age': '85+', 'value': 26595, 'rate': 1948.4}]",,,396,3225
England,2020-10-09,544,123553,"[{'age': '0_to_5', 'value': 791, 'rate': 19.5}, {'age': '65_to_84', 'value': 51465, 'rate': 583.9}, {'age': '6_to_17', 'value': 723, 'rate': 9.1}, {'age': '18_to_64', 'value': 40339, 'rate': 119.2}, {'age': '85+', 'value': 26496, 'rate': 1941.1}]",232969,232969,367,3090
England,2020-10-08,513,123009,"[{'age': '0_to_5', 'value': 782, 'rate': 19.3}, {'age': '65_to_84', 'value': 51219, 'rate': 581.1}, {'age': '6_to_17', 'value': 721, 'rate': 9.1}, {'age': '18_to_64', 'value': 40147, 'rate': 118.6}, {'age': '85+', 'value': 26401, 'rate': 1934.2}]",203908,203908,368,3044
England,2020-10-07,491,122496,"[{'age': '0_to_5', 'value': 777, 'rate': 19.2}, {'age': '65_to_84', 'value': 51011, 'rate': 578.7}, {'age': '6_to_17', 'value': 716, 'rate': 9.1}, {'age': '18_to_64', 'value': 39954, 'rate': 118.1}, {'age': '85+', 'value': 26299, 'rate': 1926.7}]",206933,206933,376,2944
England,2020-10-06,524,122005,"[{'age': '0_to_5', 'value': 771, 'rate': 19.0}, {'age': '65_to_84', 'value': 50816, 'rate': 576.5}, {'age': '6_to_17', 'value': 708, 'rate': 9.0}, {'age': '18_to_64', 'value': 39750, 'rate': 117.5}, {'age': '85+', 'value': 26221, 'rate': 1921.0}]",204621,204621,349,2783
England,2020-10-05,472,121481,"[{'age': '0_to_5', 'value': 769, 'rate': 19.0}, {'age': '65_to_84', 'value': 50593, 'rate': 574.0}, {'age': '6_to_17', 'value': 705, 'rate': 8.9}, {'age': '18_to_64', 'value': 39556, 'rate': 116.9}, {'age': '85+', 'value': 26119, 'rate': 1913.5}]",191426,191426,331,2593
England,2020-10-04,478,121009,"[{'age': '0_to_5', 'value': 765, 'rate': 18.9}, {'age': '65_to_84', 'value': 50375, 'rate': 571.5}, {'age': '6_to_17', 'value': 700, 'rate': 8.9}, {'age': '18_to_64', 'value': 39387, 'rate': 116.4}, {'age': '85+', 'value': 26043, 'rate': 1907.9}]",226193,226193,310,2329
England,2020-10-03,386,120531,"[{'age': '0_to_5', 'value': 762, 'rate': 18.8}, {'age': '65_to_84', 'value': 50148, 'rate': 568.9}, {'age': '6_to_17', 'value': 694, 'rate': 8.8}, {'age': '18_to_64', 'value': 39202, 'rate': 115.8}, {'age': '85+', 'value': 25986, 'rate': 1903.8}]",214467,214467,307,2194
England,2020-10-02,371,120145,"[{'age': '0_to_5', 'value': 760, 'rate': 18.8}, {'age': '65_to_84', 'value': 49981, 'rate': 567.0}, {'age': '6_to_17', 'value': 694, 'rate': 8.8}, {'age': '18_to_64', 'value': 39033, 'rate': 115.3}, {'age': '85+', 'value': 25938, 'rate': 1900.3}]",208390,208390,310,2088
England,2020-10-01,368,119774,"[{'age': '0_to_5', 'value': 758, 'rate': 18.7}, {'age': '65_to_84', 'value': 49819, 'rate': 565.2}, {'age': '6_to_17', 'value': 690, 'rate': 8.7}, {'age': '18_to_64', 'value': 38883, 'rate': 114.9}, {'age': '85+', 'value': 25885, 'rate': 1896.4}]",210071,210071,285,1995
England,2020-09-30,328,119406,"[{'age': '0_to_5', 'value': 758, 'rate': 18.7}, {'age': '65_to_84', 'value': 49653, 'rate': 563.3}, {'age': '6_to_17', 'value': 688, 'rate': 8.7}, {'age': '18_to_64', 'value': 38725, 'rate': 114.4}, {'age': '85+', 'value': 25843, 'rate': 1893.3}]",184624,184624,281,1958
England,2020-09-29,310,119078,"[{'age': '0_to_5', 'value': 752, 'rate': 18.6}, {'age': '65_to_84', 'value': 49523, 'rate': 561.8}, {'age': '6_to_17', 'value': 685, 'rate': 8.7}, {'age': '18_to_64', 'value': 38594, 'rate': 114.0}, {'age': '85+', 'value': 25785, 'rate': 1889.0}]",173952,173952,259,1881
England,2020-09-28,308,118768,"[{'age': '0_to_5', 'value': 751, 'rate': 18.5}, {'age': '65_to_84', 'value': 49395, 'rate': 560.4}, {'age': '6_to_17', 'value': 684, 'rate': 8.7}, {'age': '18_to_64', 'value': 38465, 'rate': 113.7}, {'age': '85+', 'value': 25734, 'rate': 1885.3}]",198479,198479,245,1883
England,2020-09-27,241,118460,"[{'age': '0_to_5', 'value': 747, 'rate': 18.4}, {'age': '65_to_84', 'value': 49274, 'rate': 559.0}, {'age': '6_to_17', 'value': 681, 'rate': 8.6}, {'age': '18_to_64', 'value': 38330, 'rate': 113.3}, {'age': '85+', 'value': 25689, 'rate': 1882.0}]",202975,202975,233,1721
England,2020-09-26,245,118219,"[{'age': '0_to_5', 'value': 746, 'rate': 18.4}, {'age': '65_to_84', 'value': 49178, 'rate': 557.9}, {'age': '6_to_17', 'value': 679, 'rate': 8.6}, {'age': '18_to_64', 'value': 38217, 'rate': 112.9}, {'age': '85+', 'value': 25660, 'rate': 1879.9}]",227056,227056,223,1622
England,2020-09-25,274,117974,"[{'age': '0_to_5', 'value': 746, 'rate': 18.4}, {'age': '65_to_84', 'value': 49074, 'rate': 556.8}, {'age': '6_to_17', 'value': 674, 'rate': 8.5}, {'age': '18_to_64', 'value': 38113, 'rate': 112.6}, {'age': '85+', 'value': 25628, 'rate': 1877.5}]",216636,216636,227,1615
England,2020-09-24,288,117700,"[{'age': '0_to_5', 'value': 743, 'rate': 18.3}, {'age': '65_to_84', 'value': 48964, 'rate': 555.5}, {'age': '6_to_17', 'value': 673, 'rate': 8.5}, {'age': '18_to_64', 'value': 37992, 'rate': 112.3}, {'age': '85+', 'value': 25589, 'rate': 1874.7}]",205663,205663,209,1481
England,2020-09-23,314,117412,"[{'age': '0_to_5', 'value': 739, 'rate': 18.2}, {'age': '65_to_84', 'value': 48850, 'rate': 554.2}, {'age': '6_to_17', 'value': 671, 'rate': 8.5}, {'age': '18_to_64', 'value': 37861, 'rate': 111.9}, {'age': '85+', 'value': 25552, 'rate': 1872.0}]",194493,194493,192,1381
England,2020-09-22,268,117098,"[{'age': '0_to_5', 'value': 736, 'rate': 18.2}, {'age': '65_to_84', 'value': 48726, 'rate': 552.8}, {'age': '6_to_17', 'value': 664, 'rate': 8.4}, {'age': '18_to_64', 'value': 37720, 'rate': 111.5}, {'age': '85+', 'value': 25513, 'rate': 1869.1}]",166199,166199,179,1335
England,2020-09-21,275,116830,"[{'age': '0_to_5', 'value': 735, 'rate': 18.1}, {'age': '65_to_84', 'value': 48618, 'rate': 551.6}, {'age': '6_to_17', 'value': 659, 'rate': 8.3}, {'age': '18_to_64', 'value': 37598, 'rate': 111.1}, {'age': '85+', 'value': 25481, 'rate': 1866.8}]",1.76592e+07,192119,154,1261
England,2020-09-20,237,116555,"[{'age': '0_to_5', 'value': 734, 'rate': 18.1}, {'age': '65_to_84', 'value': 48495, 'rate': 550.2}, {'age': '6_to_17', 'value': 656, 'rate': 8.3}, {'age': '18_to_64', 'value': 37487, 'rate': 110.8}, {'age': '85+', 'value': 25444, 'rate': 1864.1}]",1.74671e+07,212982,142,1141
England,2020-09-19,204,116318,"[{'age': '0_to_5', 'value': 730, 'rate': 18.0}, {'age': '65_to_84', 'value': 48403, 'rate': 549.1}, {'age': '6_to_17', 'value': 653, 'rate': 8.3}, {'age': '18_to_64', 'value': 37382, 'rate': 110.5}, {'age': '85+', 'value': 25412, 'rate': 1861.7}]",1.72541e+07,217362,123,1048
England,2020-09-18,205,116114,"[{'age': '0_to_5', 'value': 729, 'rate': 18.0}, {'age': '65_to_84', 'value': 48315, 'rate': 548.1}, {'age': '6_to_17', 'value': 653, 'rate': 8.3}, {'age': '18_to_64', 'value': 37296, 'rate': 110.2}, {'age': '85+', 'value': 25383, 'rate': 1859.6}]",1.70357e+07,205264,115,988
England,2020-09-17,199,115909,"[{'age': '0_to_5', 'value': 728, 'rate': 18.0}, {'age': '65_to_84', 'value': 48243, 'rate': 547.3}, {'age': '6_to_17', 'value': 652, 'rate': 8.2}, {'age': '18_to_64', 'value': 37192, 'rate': 109.9}, {'age': '85+', 'value': 25356, 'rate': 1857.6}]",1.68291e+07,207516,108,953
England,2020-09-16,183,115710,"[{'age': '0_to_5', 'value': 724, 'rate': 17.9}, {'age': '65_to_84', 'value': 48170, 'rate': 546.5}, {'age': '6_to_17', 'value': 650, 'rate': 8.2}, {'age': '18_to_64', 'value': 37099, 'rate': 109.6}, {'age': '85+', 'value': 25329, 'rate': 1855.6}]",1.66184e+07,200210,107,894
England,2020-09-15,194,115527,"[{'age': '0_to_5', 'value': 721, 'rate': 17.8}, {'age': '65_to_84', 'value': 48099, 'rate': 545.7}, {'age': '6_to_17', 'value': 648, 'rate': 8.2}, {'age': '18_to_64', 'value': 37023, 'rate': 109.4}, {'age': '85+', 'value': 25298, 'rate': 1853.4}]",1.64171e+07,183010,101,866
England,2020-09-14,172,115333,"[{'age': '0_to_5', 'value': 717, 'rate': 17.7}, {'age': '65_to_84', 'value': 48016, 'rate': 544.8}, {'age': '6_to_17', 'value': 647, 'rate': 8.2}, {'age': '18_to_64', 'value': 36939, 'rate': 109.1}, {'age': '85+', 'value': 25276, 'rate': 1851.8}]",1.6234e+07,186464,88,782
England,2020-09-13,153,115161,"[{'age': '0_to_5', 'value': 715, 'rate': 17.7}, {'age': '65_to_84', 'value': 47947, 'rate': 544.0}, {'age': '6_to_17', 'value': 644, 'rate': 8.1}, {'age': '18_to_64', 'value': 36867, 'rate': 108.9}, {'age': '85+', 'value': 25251, 'rate': 1849.9}]",1.60475e+07,188445,74,661
England,2020-09-12,143,115008,"[{'age': '0_to_5', 'value': 714, 'rate': 17.6}, {'age': '65_to_84', 'value': 47874, 'rate': 543.1}, {'age': '6_to_17', 'value': 643, 'rate': 8.1}, {'age': '18_to_64', 'value': 36807, 'rate': 108.8}, {'age': '85+', 'value': 25233, 'rate': 1848.6}]",1.58591e+07,209405,70,633
England,2020-09-11,135,114865,"[{'age': '0_to_5', 'value': 711, 'rate': 17.6}, {'age': '65_to_84', 'value': 47811, 'rate': 542.4}, {'age': '6_to_17', 'value': 643, 'rate': 8.1}, {'age': '18_to_64', 'value': 36759, 'rate': 108.6}, {'age': '85+', 'value': 25204, 'rate': 1846.5}]",1.56099e+07,198710,63,600
England,2020-09-10,143,114730,"[{'age': '0_to_5', 'value': 709, 'rate': 17.5}, {'age': '65_to_84', 'value': 47766, 'rate': 541.9}, {'age': '6_to_17', 'value': 642, 'rate': 8.1}, {'age': '18_to_64', 'value': 36693, 'rate': 108.4}, {'age': '85+', 'value': 25183, 'rate': 1844.9}]",1.54025e+07,178198,62,553
England,2020-09-09,136,114587,"[{'age': '0_to_5', 'value': 707, 'rate': 17.5}, {'age': '65_to_84', 'value': 47711, 'rate': 541.3}, {'age': '6_to_17', 'value': 640, 'rate': 8.1}, {'age': '18_to_64', 'value': 36630, 'rate': 108.2}, {'age': '85+', 'value': 25162, 'rate': 1843.4}]",1.52189e+07,164626,64,539
England,2020-09-08,99,114451,"[{'age': '0_to_5', 'value': 705, 'rate': 17.4}, {'age': '65_to_84', 'value': 47660, 'rate': 540.7}, {'age': '6_to_17', 'value': 638, 'rate': 8.1}, {'age': '18_to_64', 'value': 36571, 'rate': 108.1}, {'age': '85+', 'value': 25139, 'rate': 1841.7}]",1.50266e+07,153403,64,519
England,2020-09-07,84,114352,"[{'age': '0_to_5', 'value': 703, 'rate': 17.4}, {'age': '65_to_84', 'value': 47624, 'rate': 540.3}, {'age': '6_to_17', 'value': 636, 'rate': 8.0}, {'age': '18_to_64', 'value': 36522, 'rate': 107.9}, {'age': '85+', 'value': 25128, 'rate': 1840.9}]",1.48732e+07,146110,62,537
England,2020-09-06,85,114268,"[{'age': '0_to_5', 'value': 702, 'rate': 17.3}, {'age': '65_to_84', 'value': 47594, 'rate': 540.0}, {'age': '6_to_17', 'value': 635, 'rate': 8.0}, {'age': '18_to_64', 'value': 36480, 'rate': 107.8}, {'age': '85+', 'value': 25118, 'rate': 1840.2}]",1.47271e+07,138964,52,464
England,2020-09-05,94,114183,"[{'age': '0_to_5', 'value': 701, 'rate': 17.3}, {'age': '65_to_84', 'value': 47560, 'rate': 539.6}, {'age': '6_to_17', 'value': 633, 'rate': 8.0}, {'age': '18_to_64', 'value': 36443, 'rate': 107.7}, {'age': '85+', 'value': 25107, 'rate': 1839.4}]",1.45882e+07,167091,50,452
England,2020-09-04,67,114089,"[{'age': '0_to_5', 'value': 701, 'rate': 17.3}, {'age': '65_to_84', 'value': 47523, 'rate': 539.2}, {'age': '6_to_17', 'value': 632, 'rate': 8.0}, {'age': '18_to_64', 'value': 36406, 'rate': 107.6}, {'age': '85+', 'value': 25088, 'rate': 1838.0}]",1.44221e+07,156472,54,454
England,2020-09-03,69,114022,"[{'age': '0_to_5', 'value': 701, 'rate': 17.3}, {'age': '65_to_84', 'value': 47497, 'rate': 538.9}, {'age': '6_to_17', 'value': 628, 'rate': 7.9}, {'age': '18_to_64', 'value': 36379, 'rate': 107.5}, {'age': '85+', 'value': 25078, 'rate': 1837.2}]",1.42646e+07,153341,58,442
England,2020-09-02,79,113953,"[{'age': '0_to_5', 'value': 699, 'rate': 17.3}, {'age': '65_to_84', 'value': 47472, 'rate': 538.6}, {'age': '6_to_17', 'value': 625, 'rate': 7.9}, {'age': '18_to_64', 'value': 36346, 'rate': 107.4}, {'age': '85+', 'value': 25072, 'rate': 1836.8}]",1.4111e+07,128278,59,425
England,2020-09-01,58,113874,"[{'age': '0_to_5', 'value': 699, 'rate': 17.3}, {'age': '65_to_84', 'value': 47444, 'rate': 538.3}, {'age': '6_to_17', 'value': 625, 'rate': 7.9}, {'age': '18_to_64', 'value': 36309, 'rate': 107.3}, {'age': '85+', 'value': 25058, 'rate': 1835.8}]",1.39829e+07,129093,59,472
England,2020-08-31,52,113816,"[{'age': '0_to_5', 'value': 699, 'rate': 17.3}, {'age': '65_to_84', 'value': 47417, 'rate': 538.0}, {'age': '6_to_17', 'value': 625, 'rate': 7.9}, {'age': '18_to_64', 'value': 36288, 'rate': 107.2}, {'age': '85+', 'value': 25048, 'rate': 1835.0}]",1.38538e+07,131938,54,472
England,2020-08-30,38,113764,"[{'age': '0_to_5', 'value': 697, 'rate': 17.2}, {'age': '65_to_84', 'value': 47396, 'rate': 537.7}, {'age': '6_to_17', 'value': 624, 'rate': 7.9}, {'age': '18_to_64', 'value': 36269, 'rate': 107.2}, {'age': '85+', 'value': 25039, 'rate': 1834.4}]",1.37218e+07,134728,52,456
England,2020-08-29,52,113726,"[{'age': '0_to_5', 'value': 694, 'rate': 17.1}, {'age': '65_to_84', 'value': 47382, 'rate': 537.6}, {'age': '6_to_17', 'value': 622, 'rate': 7.9}, {'age': '18_to_64', 'value': 36260, 'rate': 107.1}, {'age': '85+', 'value': 25029, 'rate': 1833.7}]",1.35871e+07,143684,56,451
England,2020-08-28,44,113674,"[{'age': '0_to_5', 'value': 692, 'rate': 17.1}, {'age': '65_to_84', 'value': 47369, 'rate': 537.4}, {'age': '6_to_17', 'value': 621, 'rate': 7.9}, {'age': '18_to_64', 'value': 36233, 'rate': 107.1}, {'age': '85+', 'value': 25020, 'rate': 1833.0}]",1.34428e+07,158514,52,430
England,2020-08-27,69,113630,"[{'age': '0_to_5', 'value': 688, 'rate': 17.0}, {'age': '65_to_84', 'value': 47359, 'rate': 537.3}, {'age': '6_to_17', 'value': 621, 'rate': 7.9}, {'age': '18_to_64', 'value': 36211, 'rate': 107.0}, {'age': '85+', 'value': 25012, 'rate': 1832.4}]",1.32721e+07,154171,62,449
England,2020-08-26,52,113561,"[{'age': '0_to_5', 'value': 686, 'rate': 16.9}, {'age': '65_to_84', 'value': 47331, 'rate': 537.0}, {'age': '6_to_17', 'value': 621, 'rate': 7.9}, {'age': '18_to_64', 'value': 36186, 'rate': 106.9}, {'age': '85+', 'value': 24998, 'rate': 1831.4}]",1.31166e+07,135380,55,442
England,2020-08-25,60,113509,"[{'age': '0_to_5', 'value': 684, 'rate': 16.9}, {'age': '65_to_84', 'value': 47319, 'rate': 536.8}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36157, 'rate': 106.8}, {'age': '85+', 'value': 24990, 'rate': 1830.8}]",1.296e+07,114923,62,459
England,2020-08-24,41,113449,"[{'age': '0_to_5', 'value': 684, 'rate': 16.9}, {'age': '65_to_84', 'value': 47296, 'rate': 536.6}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36125, 'rate': 106.7}, {'age': '85+', 'value': 24985, 'rate': 1830.4}]",1.28451e+07,136407,62,474
England,2020-08-23,44,113408,"[{'age': '0_to_5', 'value': 683, 'rate': 16.9}, {'age': '65_to_84', 'value': 47280, 'rate': 536.4}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36109, 'rate': 106.7}, {'age': '85+', 'value': 24977, 'rate': 1829.8}]",1.27081e+07,143117,65,474
England,2020-08-22,25,113364,"[{'age': '0_to_5', 'value': 682, 'rate': 16.8}, {'age': '65_to_84', 'value': 47271, 'rate': 536.3}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36076, 'rate': 106.6}, {'age': '85+', 'value': 24976, 'rate': 1829.8}]",1.2565e+07,161792,66,546
England,2020-08-21,49,113339,"[{'age': '0_to_5', 'value': 681, 'rate': 16.8}, {'age': '65_to_84', 'value': 47263, 'rate': 536.2}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36065, 'rate': 106.6}, {'age': '85+', 'value': 24971, 'rate': 1829.4}]",1.24031e+07,153990,64,480
England,2020-08-20,45,113290,"[{'age': '0_to_5', 'value': 680, 'rate': 16.8}, {'age': '65_to_84', 'value': 47241, 'rate': 536.0}, {'age': '6_to_17', 'value': 620, 'rate': 7.8}, {'age': '18_to_64', 'value': 36047, 'rate': 106.5}, {'age': '85+', 'value': 24963, 'rate': 1828.8}]",1.22508e+07,155714,64,516
England,2020-08-19,58,113245,"[{'age': '0_to_5', 'value': 680, 'rate': 16.8}, {'age': '65_to_84', 'value': 47227, 'rate': 535.8}, {'age': '6_to_17', 'value': 618, 'rate': 7.8}, {'age': '18_to_64', 'value': 36024, 'rate': 106.4}, {'age': '85+', 'value': 24957, 'rate': 1828.4}]",1.20924e+07,139115,63,523
England,2020-08-18,56,113187,"[{'age': '0_to_5', 'value': 679, 'rate': 16.8}, {'age': '65_to_84', 'value': 47217, 'rate': 535.7}, {'age': '6_to_17', 'value': 618, 'rate': 7.8}, {'age': '18_to_64', 'value': 35983, 'rate': 106.3}, {'age': '85+', 'value': 24951, 'rate': 1827.9}]",1.19532e+07,123659,64,545
England,2020-08-17,46,113131,"[{'age': '0_to_5', 'value': 679, 'rate': 16.8}, {'age': '65_to_84', 'value': 47195, 'rate': 535.4}, {'age': '6_to_17', 'value': 617, 'rate': 7.8}, {'age': '18_to_64', 'value': 35957, 'rate': 106.2}, {'age': '85+', 'value': 24944, 'rate': 1827.4}]",1.18296e+07,142809,67,572
England,2020-08-16,39,113085,"[{'age': '0_to_5', 'value': 679, 'rate': 16.8}, {'age': '65_to_84', 'value': 47180, 'rate': 535.3}, {'age': '6_to_17', 'value': 616, 'rate': 7.8}, {'age': '18_to_64', 'value': 35935, 'rate': 106.2}, {'age': '85+', 'value': 24936, 'rate': 1826.8}]",1.16849e+07,153610,69,580
England,2020-08-15,38,113046,"[{'age': '0_to_5', 'value': 679, 'rate': 16.8}, {'age': '65_to_84', 'value': 47169, 'rate': 535.1}, {'age': '6_to_17', 'value': 615, 'rate': 7.8}, {'age': '18_to_64', 'value': 35913, 'rate': 106.1}, {'age': '85+', 'value': 24931, 'rate': 1826.5}]",1.15313e+07,147324,68,576
England,2020-08-14,55,113008,"[{'age': '0_to_5', 'value': 679, 'rate': 16.8}, {'age': '65_to_84', 'value': 47162, 'rate': 535.1}, {'age': '6_to_17', 'value': 613, 'rate': 7.8}, {'age': '18_to_64', 'value': 35891, 'rate': 106.1}, {'age': '85+', 'value': 24924, 'rate': 1826.0}]",1.13839e+07,140705,63,588
England,2020-08-13,60,112953,"[{'age': '0_to_5', 'value': 677, 'rate': 16.7}, {'age': '65_to_84', 'value': 47140, 'rate': 534.8}, {'age': '6_to_17', 'value': 612, 'rate': 7.7}, {'age': '18_to_64', 'value': 35867, 'rate': 106.0}, {'age': '85+', 'value': 24918, 'rate': 1825.5}]",1.1242e+07,155059,64,597
England,2020-08-12,51,112893,"[{'age': '0_to_5', 'value': 676, 'rate': 16.7}, {'age': '65_to_84', 'value': 47114, 'rate': 534.5}, {'age': '6_to_17', 'value': 611, 'rate': 7.7}, {'age': '18_to_64', 'value': 35844, 'rate': 105.9}, {'age': '85+', 'value': 24909, 'rate': 1824.9}]",1.10854e+07,131916,68,583
England,2020-08-11,63,112842,"[{'age': '0_to_5', 'value': 674, 'rate': 16.6}, {'age': '65_to_84', 'value': 47096, 'rate': 534.3}, {'age': '6_to_17', 'value': 611, 'rate': 7.7}, {'age': '18_to_64', 'value': 35819, 'rate': 105.8}, {'age': '85+', 'value': 24903, 'rate': 1824.4}]",1.09533e+07,119028,63,606
England,2020-08-10,50,112779,"[{'age': '0_to_5', 'value': 670, 'rate': 16.5}, {'age': '65_to_84', 'value': 47077, 'rate': 534.1}, {'age': '6_to_17', 'value': 608, 'rate': 7.7}, {'age': '18_to_64', 'value': 35792, 'rate': 105.8}, {'age': '85+', 'value': 24893, 'rate': 1823.7}]",1.08336e+07,129513,60,647
England,2020-08-09,53,112729,"[{'age': '0_to_5', 'value': 670, 'rate': 16.5}, {'age': '65_to_84', 'value': 47052, 'rate': 533.8}, {'age': '6_to_17', 'value': 608, 'rate': 7.7}, {'age': '18_to_64', 'value': 35776, 'rate': 105.7}, {'age': '85+', 'value': 24884, 'rate': 1823.0}]",1.07034e+07,130547,56,545
England,2020-08-08,78,112676,"[{'age': '0_to_5', 'value': 670, 'rate': 16.5}, {'age': '65_to_84', 'value': 47032, 'rate': 533.6}, {'age': '6_to_17', 'value': 608, 'rate': 7.7}, {'age': '18_to_64', 'value': 35757, 'rate': 105.7}, {'age': '85+', 'value': 24870, 'rate': 1822.0}]",1.05728e+07,141601,55,565
England,2020-08-07,60,112598,"[{'age': '0_to_5', 'value': 669, 'rate': 16.5}, {'age': '65_to_84', 'value': 47009, 'rate': 533.3}, {'age': '6_to_17', 'value': 607, 'rate': 7.7}, {'age': '18_to_64', 'value': 35737, 'rate': 105.6}, {'age': '85+', 'value': 24859, 'rate': 1821.2}]",1.04312e+07,147556,57,638
England,2020-08-06,52,112538,"[{'age': '0_to_5', 'value': 668, 'rate': 16.5}, {'age': '65_to_84', 'value': 46980, 'rate': 533.0}, {'age': '6_to_17', 'value': 606, 'rate': 7.7}, {'age': '18_to_64', 'value': 35718, 'rate': 105.5}, {'age': '85+', 'value': 24849, 'rate': 1820.5}]",1.0283e+07,135562,61,691
England,2020-08-05,60,112486,"[{'age': '0_to_5', 'value': 666, 'rate': 16.4}, {'age': '65_to_84', 'value': 46960, 'rate': 532.8}, {'age': '6_to_17', 'value': 605, 'rate': 7.7}, {'age': '18_to_64', 'value': 35696, 'rate': 105.5}, {'age': '85+', 'value': 24842, 'rate': 1820.0}]",1.01464e+07,128983,63,727
England,2020-08-04,58,112426,"[{'age': '0_to_5', 'value': 665, 'rate': 16.4}, {'age': '65_to_84', 'value': 46940, 'rate': 532.5}, {'age': '6_to_17', 'value': 604, 'rate': 7.6}, {'age': '18_to_64', 'value': 35669, 'rate': 105.4}, {'age': '85+', 'value': 24831, 'rate': 1819.2}]",1.00164e+07,115267,65,737
England,2020-08-03,74,112368,"[{'age': '0_to_5', 'value': 664, 'rate': 16.4}, {'age': '65_to_84', 'value': 46916, 'rate': 532.3}, {'age': '6_to_17', 'value': 602, 'rate': 7.6}, {'age': '18_to_64', 'value': 35647, 'rate': 105.3}, {'age': '85+', 'value': 24822, 'rate': 1818.5}]",9.90113e+06,106765,67,767
England,2020-08-02,57,112294,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46882, 'rate': 531.9}, {'age': '6_to_17', 'value': 601, 'rate': 7.6}, {'age': '18_to_64', 'value': 35628, 'rate': 105.3}, {'age': '85+', 'value': 24805, 'rate': 1817.2}]",9.79313e+06,118567,68,769
England,2020-08-01,50,112237,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46852, 'rate': 531.5}, {'age': '6_to_17', 'value': 600, 'rate': 7.6}, {'age': '18_to_64', 'value': 35611, 'rate': 105.2}, {'age': '85+', 'value': 24796, 'rate': 1816.6}]",9.67434e+06,130267,74,809
England,2020-07-31,55,112187,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46830, 'rate': 531.3}, {'age': '6_to_17', 'value': 599, 'rate': 7.6}, {'age': '18_to_64', 'value': 35592, 'rate': 105.2}, {'age': '85+', 'value': 24788, 'rate': 1816.0}]",9.54407e+06,139459,71,807
England,2020-07-30,75,112132,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46813, 'rate': 531.1}, {'age': '6_to_17', 'value': 598, 'rate': 7.6}, {'age': '18_to_64', 'value': 35569, 'rate': 105.1}, {'age': '85+', 'value': 24774, 'rate': 1815.0}]",9.40419e+06,131004,70,835
England,2020-07-29,63,112057,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46778, 'rate': 530.7}, {'age': '6_to_17', 'value': 598, 'rate': 7.6}, {'age': '18_to_64', 'value': 35544, 'rate': 105.0}, {'age': '85+', 'value': 24759, 'rate': 1813.9}]",9.27299e+06,122852,72,850
England,2020-07-28,69,111994,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46750, 'rate': 530.4}, {'age': '6_to_17', 'value': 598, 'rate': 7.6}, {'age': '18_to_64', 'value': 35519, 'rate': 105.0}, {'age': '85+', 'value': 24752, 'rate': 1813.4}]",9.15014e+06,74300,78,868
England,2020-07-27,82,111925,"[{'age': '0_to_5', 'value': 661, 'rate': 16.3}, {'age': '65_to_84', 'value': 46719, 'rate': 530.0}, {'age': '6_to_17', 'value': 597, 'rate': 7.6}, {'age': '18_to_64', 'value': 35491, 'rate': 104.9}, {'age': '85+', 'value': 24743, 'rate': 1812.7}]",9.07584e+06,89686,83,864
England,2020-07-26,64,111843,"[{'age': '0_to_5', 'value': 659, 'rate': 16.3}, {'age': '65_to_84', 'value': 46687, 'rate': 529.7}, {'age': '6_to_17', 'value': 597, 'rate': 7.6}, {'age': '18_to_64', 'value': 35456, 'rate': 104.8}, {'age': '85+', 'value': 24730, 'rate': 1811.8}]",8.98387e+06,121177,81,886
England,2020-07-25,65,111779,"[{'age': '0_to_5', 'value': 658, 'rate': 16.2}, {'age': '65_to_84', 'value': 46669, 'rate': 529.5}, {'age': '6_to_17', 'value': 597, 'rate': 7.6}, {'age': '18_to_64', 'value': 35427, 'rate': 104.7}, {'age': '85+', 'value': 24714, 'rate': 1810.6}]",8.86269e+06,129726,82,851
